name,start_date,end_date,location,category,link
The Inaugural Lecture of Professor Justine Davies: Developing quality health systems in challenging settings,Wednesday 4th March 2020 (16:30-17:30,N/A,"Leonard Deacon Lecture Theatre, Birmingham Medical School, B1 on Edgbaston Campus Map","Lectures Talks and Workshops, Medical and Dental Sciences, Research",https://www.birmingham.ac.uk/university/colleges/mds/events/2020/03/justine-davies.aspx
Shakespeare Institute Thursday Seminar,Thursday 5th March 2020 (14:00-15:00,N/A,"Stratford-upon-Avon, The Shakespeare Institute","Arts and Law, Lectures Talks and Workshops, Research, Students, Teaching",https://www.birmingham.ac.uk/schools/edacs/departments/shakespeare/events/2020/ts0503.aspx
Negotiation in Crisis — The Internal Wars of the Late Roman Republic,Thursday 5th March 2020 (16:00-17:30,N/A,Lecture Room 8 - 3rd floor Arts Building,"Arts and Law, Research",https://www.birmingham.ac.uk/schools/historycultures/events/2020/brihc-lecture-cornwell.aspx
The Rise of Historical Monuments as Symbols of the State and the Destruction of Architectural Heritage in Late 19th Century Romania,Tuesday 10th March 2020 (16:00-17:30,N/A,Arts 250,"Arts and Law, Research",https://www.birmingham.ac.uk/schools/historycultures/events/2020/brihc-cosmin-minea.aspx
"Murder, misadventure and madness: an exploration of homicide from the perspective of fourteenth-century coroners' rolls",Wednesday 11th March 2020 (14:15-16:00,N/A,Arts - Lecture Room 8 (LR8),"Arts and Law, Research",https://www.birmingham.ac.uk/schools/historycultures/departments/history/events/2020/cesma1103.aspx
"Dr Merridee Bailey (History, Oxford)",Wednesday 11th March 2020 (16:00-18:00,N/A,Arts Lecture Room 5,"Arts and Law, Lectures Talks and Workshops, Research",https://www.birmingham.ac.uk/schools/historycultures/departments/history/events/2020/crems1103.aspx
Epistolary Romanticism,Wednesday 11th March 2020 (17:00-19:00,N/A,Arts 103,"Arts and Law, Research",https://www.birmingham.ac.uk/schools/edacs/departments/english/events/2020/19cc-1103.aspx
"'The Lord of Misrule and Thomas Morton: Myth, Reality, and the Origins of New England",Wednesday 11th March 2020 (17:00-19:00,N/A,Arts Lecture Room 5,"Arts and Law, Lectures Talks and Workshops, Research",https://www.birmingham.ac.uk/schools/historycultures/departments/history/events/2020/crems-annual-lecture-0403.aspx
"Shakespeare and Mixed Realities: meetings between Shakespearean text, motion-capture and virtual environments",Thursday 12th March 2020 (14:00-15:00,N/A,"Stratford-upon-Avon, The Other Place","Arts and Law, Lectures Talks and Workshops, Research, Students, Teaching",https://www.birmingham.ac.uk/schools/edacs/departments/shakespeare/events/2020/ts1203.aspx
From Rejection to Reconciliation — Coming to Terms with the Image in Protestant England 1560-1640,Monday 16th March 2020 (16:00-17:30,N/A,"Arts Building, Lecture Room 7","Arts and Law, Research",https://www.birmingham.ac.uk/schools/historycultures/events/2020/brihc-lecture-hamling-willis.aspx
Modernist Anger Management,Wednesday 18th March 2020 (17:00-18:30,N/A,Arts Lecture Room 3,"Arts and Law, Lectures Talks and Workshops, Research",https://www.eventbrite.co.uk/e/modernist-anger-management-tickets-90284917619
An Analysis of the Occupational Structure of China's Unemployed Population in the 1920s and 1930s,Tuesday 24th March 2020 (16:00-17:30,N/A,Arts 250,"Arts and Law, Research",https://www.birmingham.ac.uk/schools/historycultures/events/2020/brihc-yuxiu-tan.aspx
"The Spectre of Hegemony from the Centre: Germany's Neighbours and the Process of National Unification between Vormärz and Reichsgründung, 1830-1871",Wednesday 25th March 2020 (12:00-14:30,N/A,Aston Webb WG12,"Arts and Law, Lectures Talks and Workshops, Research",https://www.birmingham.ac.uk/schools/historycultures/events/2020/jacco-pekelder.aspx
Re-thinking archives and archivality in the medieval Islamicate,Wednesday 25th March 2020 (14:15-16:00,N/A,Arts 201 (Second Floor),"Arts and Law, Research",https://www.birmingham.ac.uk/schools/historycultures/departments/history/events/2020/cesma2503.aspx
'A wall of defence unto this realm': conformity and the early Elizabethan state,Wednesday 25th March 2020 (16:00-18:00,N/A,Arts Lecture Room 5,"Arts and Law, Lectures Talks and Workshops, Research",https://www.birmingham.ac.uk/schools/historycultures/departments/history/events/2020/crems2503.aspx
"Channels of Communication: The Wordsworths, The Wye and the Letters of 1812",Wednesday 25th March 2020 (17:00-19:00,N/A,Arts 103,"Arts and Law, Research",https://www.birmingham.ac.uk/schools/edacs/departments/english/events/2020/19cc-2503.aspx
Wordsworth Birthday Roundtable,Tuesday 7th April 2020 (16:00-18:00,N/A,Arts 103,"Arts and Law, Lectures Talks and Workshops, Research",https://www.birmingham.ac.uk/schools/edacs/departments/english/events/2020/19cc-0704.aspx
"Shiren intellectuals in the Tang and Five Dynasties, and the Tang-Song Transformation",Thursday 9th April 2020 (14:15-16:00,N/A,Arts 201 (Second Floor),"Arts and Law, Research",https://www.birmingham.ac.uk/schools/historycultures/departments/history/events/2020/cesma0904.aspx
Reimagining the Teaching of Torts,Friday 17th April 2020 (09:30-16:30,N/A,N/A,"Arts and Law, Lectures Talks and Workshops, Research",https://www.eventbrite.co.uk/e/reimagining-the-teaching-of-torts-tickets-91159437331?ref=estw
Navigating the non/confessional in university Islamic studies,Monday 20th (00:01),Wednesday 22nd April 2020 (23:59),University of Birmingham,"Arts and Law, Lectures Talks and Workshops, Research",https://www.birmingham.ac.uk/schools/ptr/departments/theologyandreligion/events/2020/islam-conference-2020.aspx
16th Annual Midlands Viking Symposium,Saturday 25th April 2020 (10:00-16:00,N/A,"Ground Floor, Muirhead Tower","Arts and Law, Research, Students",https://www.birmingham.ac.uk/schools/historycultures/departments/history/events/2020/viking-symposium.aspx
Philosophy Society Seminar Series,Wednesday 29th April 2020 (15:15-17:00,N/A,ERI Building,"Arts and Law, Lectures Talks and Workshops, Research",https://www.birmingham.ac.uk/schools/ptr/departments/philosophy/events/2020/philsoc2904.aspx
"From Fairy Queens in ""Gauze and Spangles"" to ""Shakespeare in Black Velvet"": Examining Changing Attitudes to Theatre Costume in the Long 19th Century (c.1789-1914)",Wednesday 29th April 2020 (17:00-19:00,N/A,Room TBC,"Arts and Law, Research",https://www.birmingham.ac.uk/schools/edacs/departments/english/events/2020/19cc-2904.aspx
Medieval theorisation of gender and space in Islamic Iberia,Wednesday 13th May 2020 (14:15-16:00,N/A,Arts 201 (Second Floor),"Arts and Law, Research",https://www.birmingham.ac.uk/schools/historycultures/departments/history/events/2020/cesma1305.aspx
Pagan Spawn: Decadent Ecology and the Posthuman,Wednesday 13th May 2020 (17:00-19:00,N/A,Room TBC,"Arts and Law, Research",https://www.birmingham.ac.uk/schools/edacs/departments/english/events/2020/19cc-1305.aspx
"Voices of Change: Presents, Pasts and Futures of Activism and Protest in Europe",Thursday 21st (09:00),Friday 22nd May 2020 (17:00),University of Birmingham,"Arts and Law, Lectures Talks and Workshops, Research",https://www.birmingham.ac.uk/research/gcfe/events/conference/index.aspx
Beowulf on the Whale-Road: Reading a North Sea poem through Water-Philology,Wednesday 27th May 2020 (00:01-23:59,N/A,To be confirmed,"Arts and Law, Lectures Talks and Workshops, Research",https://www.birmingham.ac.uk/schools/historycultures/departments/history/events/2020/cesma-annual-lecture.aspx
Philosophy Society Seminar Series,Wednesday 27th May 2020 (15:15-17:00,N/A,ERI Building,"Arts and Law, Lectures Talks and Workshops, Research",https://www.birmingham.ac.uk/schools/ptr/departments/philosophy/events/2020/philsoc2705.aspx
Celebrating One Year of the Green Heart,Saturday 13th June 2020 (14:00-20:00,N/A,Green Heart,"Alumni, Arts and Law, Arts and Science Festival, Corporate Services, Engineering and Physical Sciences, Exhibitions, International, Lectures Talks and Workshops, Life and Environmental Sciences, Medical and Dental Sciences, Open Day, Performance, Research, Social Sciences, Sport, Students, Teaching, Vice Chancellor",https://www.birmingham.ac.uk/events/events/Celebrating-One-Year-of-the-Green-Heart.aspx
The Third International Conference on Philosophy and Meaning in Life,Wednesday 17th (00:01),Friday 19th June 2020 (23:59),University of Birmingham,"Arts and Law, Lectures Talks and Workshops, Research",https://www.birmingham.ac.uk/schools/ptr/departments/philosophy/events/2020/philosophy-and-meaning-in-life.aspx
Corpus Linguistics Summer School 2020,Monday 22nd (00:00),Friday 26th June 2020 (23:59),University of Birmingham,"Arts and Law, Research, Teaching",https://www.birmingham.ac.uk/schools/edacs/departments/englishlanguage/events/2020/summer-school-2020.aspx
The Classical and Byzantine Greek Summer School,Sunday 12th July (09:00),Saturday 8th August 2020 (17:00),"Arts Building, University of Birmingham","Arts and Law, Lectures Talks and Workshops, Research, Students",https://www.birmingham.ac.uk/schools/historycultures/departments/caha/events/2020/bomgs-summer-school.aspx
UK Cognitive Linguistics Conference 2020,Tuesday 28th (00:00),Thursday 30th July 2020 (23:59),University of Birmingham,"Arts and Law, Research",https://www.ukclc2020.com/
British Association for Chinese Studies (BACS) annual conference,Wednesday 9th (09:00),Friday 11th September 2020 (17:00),The University of Birmingham,"Arts and Law, Research",https://www.birmingham.ac.uk/schools/historycultures/events/2020/bacs/index.aspx
Reformation Studies Colloquium 2020,Wednesday 9th (09:00),Friday 11th September 2020 (17:00),University of Birmingham,"Arts and Law, Lectures Talks and Workshops, Research",https://www.birmingham.ac.uk/schools/historycultures/departments/history/events/2020/reformation-studies-colloquium-2020.aspx
